Latitude,Longitude,Altitude,Time,VCP0.32,VCP0.32_inph,VCP0.71,VCP0.71_inph,VCP1.14,VCP1.14_inph,Inv.Cond.1 [mS/m],Inv.Cond.2 [mS/m],Inv.Thick [m],Inv.RMS [%],Note
5224.444647N,00220.640664W,37.22,12:49:52.10,6.32,1.85,11.18,2.45,14.49,4.24,0.6,26.03,1.3,5.8,
5224.445233N,00220.640312W,37.28,12:49:53.16,6.63,1.85,11.22,2.46,14.36,4.37,0.6,24.87,1.3,5.6,
5224.445771N,00220.639923W,37.36,12:49:54.20,7.57,1.85,11.82,2.49,14.35,4.43,1.32,22.81,1.2,4.8,
5224.446227N,00220.639762W,37.29,12:49:55.11,8.34,1.85,12.8,2.49,14.44,4.33,2.82,21.57,1,6,
5224.446724N,00220.639327W,37.39,12:49:56.16,7.29,1.86,12.01,2.5,14.45,4.42,1.46,23.81,1.2,3.6,
5224.447126N,00220.638914W,37.37,12:49:57.21,7.12,1.86,11.91,2.51,14.5,4.35,1.46,23.9,1.2,3.8,
5224.447681N,00220.638389W,37.46,12:49:58.11,7.67,1.85,11.94,2.47,14.2,4.38,3.68,23.41,1.5,4.2,
5224.448105N,00220.638093W,37.5,12:49:59.16,7.69,1.87,12.29,2.51,14.6,4.48,1.47,24.06,1.2,5.3,
5224.448582N,00220.637491W,37.77,12:50:00.20,6.88,1.85,11.82,2.48,14.68,4.35,0.61,26.37,1.3,5.8,
5224.449063N,00220.637040W,37.88,12:50:01.10,6.93,1.85,11.69,2.45,14.53,4.27,1.46,23.95,1.2,4.1,
5224.449465N,00220.636622W,37.92,12:50:02.16,6.67,1.85,11.65,2.46,14.48,4.34,0.6,26.01,1.3,5.3,
5224.449893N,00220.636267W,37.86,12:50:03.21,6.62,1.88,11.51,2.47,14.17,4.41,0.59,24.54,1.3,6,
5224.450306N,00220.635947W,37.93,12:50:04.11,6.6,1.86,11.38,2.47,14.37,4.41,0.6,24.89,1.3,5,
5224.450812N,00220.635533W,38,12:50:05.16,6.96,1.85,11.65,2.47,14.22,4.33,1.31,22.61,1.2,3.8,
5224.451328N,00220.635127W,38,12:50:06.06,7.1,1.86,11.99,2.49,14.48,4.32,1.46,23.86,1.2,4.1,
5224.451932N,00220.634630W,38.08,12:50:07.11,7.06,1.89,12.07,2.54,14.71,4.62,1.48,24.24,1.2,4.4,
5224.452449N,00220.634144W,38.16,12:50:08.16,7,1.86,11.91,2.49,14.45,4.37,1.46,23.81,1.2,4.4,
5224.452909N,00220.633690W,38.21,12:50:09.06,7.27,1.87,12.09,2.5,14.7,4.32,1.48,24.23,1.2,3.5,
5224.453388N,00220.633223W,38.15,12:50:10.11,6.84,1.88,11.82,2.53,14.51,4.43,0.6,26.06,1.3,6.4,
5224.453939N,00220.632716W,38.13,12:50:11.16,7.08,1.87,11.87,2.49,14.24,4.34,1.31,22.64,1.2,3.8,
5224.454431N,00220.632205W,38.08,12:50:12.06,7.55,1.86,12.13,2.52,14.06,4.33,2.24,19.65,0.9,7.6,
5224.454903N,00220.631616W,38.17,12:50:13.11,7.54,1.87,12.2,2.53,14.12,4.43,2.24,19.73,0.9,7.8,
5224.455320N,00220.631134W,38.28,12:50:14.16,7.38,1.87,12.23,2.54,14.26,4.42,2.51,23.98,1.3,9.3,
5224.455817N,00220.630687W,38.28,12:50:15.06,7.32,1.86,12.06,2.49,14.09,4.32,2.48,23.7,1.3,9.4,
5224.456328N,00220.630205W,38.28,12:50:16.11,7.54,1.87,12.43,2.55,14.22,4.45,2.5,23.91,1.3,9.4,
5224.456893N,00220.629586W,38.34,12:50:17.16,7.19,1.87,12.11,2.51,14.33,4.38,2.52,24.1,1.3,8.8,
5224.457384N,00220.629130W,38.3,12:50:18.06,7.12,1.88,11.86,2.51,14.12,4.35,1.3,22.45,1.2,3.8,
5224.457926N,00220.628705W,38.38,12:50:19.11,7.31,1.89,12.04,2.53,14.12,4.37,2.48,23.75,1.3,9.4,
5224.458456N,00220.628217W,38.26,12:50:20.16,7.36,1.89,11.97,2.54,14.3,4.49,1.32,22.73,1.2,4.5,
5224.459069N,00220.627779W,38.19,12:50:21.06,7.12,1.92,11.89,2.59,14.49,4.52,1.46,23.88,1.2,3.7,
5224.459633N,00220.627377W,38.18,12:50:22.11,7.61,1.88,12.19,2.53,14.65,4.44,1.48,24.14,1.2,4.5,
5224.460237N,00220.626909W,38.19,12:50:23.16,9.66,2.09,11.92,2.3,14.27,4,7.88,36.06,4.1,6.1,
5224.460724N,00220.626518W,38.26,12:50:24.05,9.07,2.07,12.09,2.57,14.73,4.31,6.37,35.72,3,3.8,
5224.461215N,00220.626155W,38.18,12:50:25.11,7.82,1.88,12.15,2.56,14.67,4.38,4,26.53,1.7,4.1,
5224.461834N,00220.625803W,38.32,12:50:26.16,7.81,1.86,12.09,2.48,14.52,4.39,3.96,26.25,1.7,4,
5224.462429N,00220.625446W,38.42,12:50:27.05,7.17,1.88,11.74,2.5,14.47,4.38,1.46,23.85,1.2,3.1,
5224.463010N,00220.624953W,38.49,12:50:28.11,7.11,1.87,11.56,2.44,14.16,4.19,1.3,22.51,1.2,2.8,
5224.463514N,00220.624579W,38.64,12:50:29.16,6.94,1.88,11.27,2.43,14.12,4.33,1.3,22.45,1.2,2.8,
5224.464038N,00220.624180W,38.75,12:50:30.06,7.2,1.87,11.55,2.43,14.37,4.33,1.32,22.84,1.2,2.4,
5224.464642N,00220.623910W,38.86,12:50:31.11,7.45,1.86,11.87,2.41,14.81,4.25,1.49,24.41,1.2,2.2,
5224.465172N,00220.623593W,38.95,12:50:32.16,7.48,1.85,11.99,2.37,14.7,4.16,1.48,24.23,1.2,3.2,
5224.465656N,00220.623090W,39,12:50:33.06,7.65,1.84,12.1,2.36,14.71,4.17,1.48,24.24,1.2,4.1,
5224.466133N,00220.622708W,39.09,12:50:34.11,7.8,1.83,12.18,2.36,14.48,4.28,3.95,26.18,1.7,4.3,
5224.466611N,00220.622229W,39.38,12:50:35.16,7.65,1.85,12.02,2.43,14.41,4.37,1.45,23.75,1.2,5.4,
5224.467069N,00220.621793W,39.42,12:50:36.06,7.15,1.86,11.83,2.43,14.27,4.38,1.31,22.69,1.2,3.4,
5224.467605N,00220.621367W,39.57,12:50:37.11,7.45,1.84,11.96,2.39,14.49,4.22,1.46,23.88,1.2,4,
5224.468148N,00220.620857W,39.73,12:50:38.16,7.38,1.85,11.8,2.42,14.37,4.34,1.32,22.84,1.2,3.8,
5224.468630N,00220.620334W,39.91,12:50:39.06,7.11,1.86,11.63,2.41,14.55,4.25,1.47,23.98,1.2,3,
5224.469149N,00220.620058W,40.03,12:50:40.11,7.8,1.85,12.33,2.43,15.05,4.39,1.52,24.8,1.2,3.7,
5224.469602N,00220.619840W,40.14,12:50:41.16,8.9,1.85,13.8,2.46,16.37,4.4,4.46,29.6,1.7,3.3,
5224.470168N,00220.619340W,40.39,12:50:42.06,9.27,1.83,14.96,2.41,17.49,4.48,2.9,29.97,1.3,9.4,
5224.470658N,00220.618941W,40.46,12:50:43.11,8.01,1.87,13.24,2.53,16.05,4.52,1.62,26.45,1.2,2.7,
5224.471122N,00220.618420W,40.6,12:50:44.16,8.31,1.88,12.58,2.53,13.92,4.46,2.21,19.45,0.9,7.2,
5224.471594N,00220.617968W,40.67,12:50:45.06,8.45,1.91,13.33,2.53,14.78,4.6,2.89,22.08,1,5.7,
5224.472113N,00220.617425W,40.69,12:50:46.11,8.06,1.94,13.11,2.54,15.65,4.55,1.58,25.79,1.2,4,
5224.472691N,00220.616912W,40.72,12:50:47.16,8.98,1.94,13.68,2.57,16.1,4.58,3.15,24.05,1,6.2,
5224.473287N,00220.616300W,40.74,12:50:48.06,10.16,2.03,14.45,2.55,16.29,4.41,2.22,20.86,0.7,1.8,
5224.473850N,00220.615931W,40.86,12:50:49.11,10.35,2.03,13.9,2.6,16.09,4.22,2.19,20.6,0.7,2.9,
5224.474448N,00220.615271W,41.02,12:50:50.16,9.56,1.97,13.72,2.69,15.7,4.54,2.14,20.1,0.7,3.3,
5224.474871N,00220.614785W,41.08,12:50:51.06,8.82,1.95,13.38,2.61,15.77,4.7,3.09,23.56,1,6.3,
5224.475173N,00220.614237W,41,12:50:52.11,9.57,1.91,13.93,2.47,16.04,4.54,3.14,23.96,1,7,
5224.475574N,00220.613858W,41.06,12:50:53.16,9.75,1.89,14.35,2.52,16.33,4.62,3.19,24.4,1,6.6,
5224.475927N,00220.613496W,41.11,12:50:54.05,9.25,1.89,13.5,2.55,16.1,4.56,4.39,29.11,1.7,2.7,
5224.476321N,00220.613071W,41.22,12:50:55.11,10.7,1.82,14.33,2.41,16.12,4.4,2.2,20.64,0.7,3,
5224.476698N,00220.612387W,41.31,12:50:56.15,10.77,1.84,14.58,2.49,16.27,4.25,2.22,20.83,0.7,2.9,
5224.477228N,00220.611808W,41.3,12:50:57.06,9,1.91,13.2,2.62,15.53,4.38,3.04,23.2,1,7.1,
5224.477690N,00220.611322W,41.3,12:50:58.11,9.93,1.85,13.64,2.43,15.53,4.36,2.12,19.89,0.7,2.4,
5224.478064N,00220.610817W,41.39,12:50:59.16,9.34,1.88,13.38,2.52,15.52,4.46,2.12,19.87,0.7,4.3,
5224.478519N,00220.610122W,41.28,12:51:00.06,8.64,1.92,13.01,2.64,15.3,4.65,2.99,22.86,1,6.3,
5224.478982N,00220.609470W,41.5,12:51:01.11,8.95,1.94,13.17,2.6,15.41,4.61,3.01,23.02,1,7,
5224.479396N,00220.608922W,41.5,12:51:02.16,8.87,1.94,13.08,2.54,15.44,4.44,3.02,23.07,1,6.9,
5224.479763N,00220.608534W,41.53,12:51:03.05,9.18,1.92,12.84,2.53,14.89,4.36,2.03,19.07,0.7,3.7,
5224.480105N,00220.607871W,41.56,12:51:04.10,8.69,1.96,12.59,2.61,14.65,4.52,2.87,21.89,1,7.8,
5224.480198N,00220.607255W,41.63,12:51:05.16,8.02,1.95,12.48,2.55,14.83,4.42,4.04,26.81,1.7,4,
5224.480279N,00220.606713W,41.59,12:51:06.06,7.93,1.96,12.62,2.67,15.07,4.77,1.52,24.84,1.2,4.9,
5224.480430N,00220.606217W,41.71,12:51:07.10,8.97,1.95,13.29,2.68,15.78,4.94,4.3,28.53,1.7,2.6,
5224.480252N,00220.606312W,41.72,12:51:08.15,9.59,2,13.86,2.5,16.31,4.53,3.19,24.37,1,7.2,
5224.480195N,00220.606207W,41.72,12:51:09.05,8.19,1.95,13.11,2.59,16.01,4.72,1.61,26.39,1.2,2.9,
5224.480247N,00220.606184W,41.71,12:51:10.10,8.86,1.96,13.78,2.67,17.17,4.98,1.73,28.3,1.2,2.3,
5224.480234N,00220.606158W,41.7,12:51:11.16,9.75,1.98,14.47,2.74,17.25,5.17,4.7,31.19,1.7,2,
5224.480210N,00220.606097W,41.68,12:51:12.05,9.82,1.96,14.15,2.7,16.69,5.05,3.27,24.93,1,7.2,
5224.479966N,00220.606610W,41.64,12:51:13.11,8.65,1.97,13.99,2.71,16.69,5.04,1.68,27.51,1.2,3.8,
5224.479556N,00220.607135W,41.52,12:51:14.16,8.37,1.95,13.3,2.63,16.26,4.72,1.64,26.8,1.2,3,
5224.479058N,00220.607559W,41.35,12:51:15.06,8.91,1.97,13.47,2.62,16.47,4.78,4.49,29.78,1.7,2.4,
5224.478567N,00220.608106W,41.29,12:51:16.11,9.06,1.95,14.22,2.61,17.31,4.43,1.74,28.53,1.2,3.6,
5224.478124N,00220.608599W,41.27,12:51:17.01,9.37,2.04,14.55,2.64,17.69,4.73,1.78,29.15,1.2,4.1,
5224.477817N,00220.609163W,41.37,12:51:18.06,9.01,1.95,14.23,2.66,17.28,4.78,1.74,28.48,1.2,3.5,
5224.477314N,00220.609561W,41.31,12:51:19.11,8.75,1.96,13.95,2.65,17,4.82,1.71,28.02,1.2,2.9,
5224.476801N,00220.609986W,41.34,12:51:20.01,8.98,1.94,14.14,2.72,16.86,5.06,4.6,30.49,1.7,3.6,
5224.476260N,00220.610500W,41.35,12:51:21.06,8.96,2.03,13.83,2.68,16.66,4.53,4.54,30.12,1.7,3,
5224.475762N,00220.610970W,41.32,12:51:22.11,8.39,2.12,12.77,3.03,15.53,4.72,4.24,28.08,1.7,3,
5224.475257N,00220.611512W,41.21,12:51:23.01,8.46,1.99,13.18,2.72,16.02,4.77,1.61,26.4,1.2,4.1,
5224.474755N,00220.612010W,41.23,12:51:24.06,8.86,1.94,13.81,2.63,16.05,4.62,3.14,23.98,1,6.2,
5224.474399N,00220.612522W,41.26,12:51:25.11,9.1,1.96,13.9,2.56,16.05,4.68,3.14,23.98,1,5.5,
5224.473979N,00220.612890W,41.11,12:51:26.01,9.4,1.97,14.24,2.7,16.78,5,3.28,25.07,1,5.9,
5224.473500N,00220.613207W,41.14,12:51:27.06,9.36,1.94,14.19,2.61,16.57,4.59,3.24,24.75,1,5.6,
5224.473088N,00220.613468W,41.32,12:51:28.11,8.95,1.92,14.06,2.62,16.88,4.68,1.7,27.82,1.2,4.3,
5224.472688N,00220.613852W,41.29,12:51:29.01,8.63,1.92,13.67,2.55,16.6,4.55,1.67,27.36,1.2,3.4,
5224.472255N,00220.614129W,41.25,12:51:30.06,8.28,1.93,13.41,2.63,16.53,4.81,1.67,27.24,1.2,1.9,
5224.471764N,00220.614477W,41.15,12:51:31.11,8.7,1.94,13.53,2.52,16.4,4.51,1.65,27.03,1.2,4.2,
5224.471229N,00220.614791W,41.09,12:51:32.01,8.7,1.95,13.66,2.58,16.38,4.54,1.65,27,1.2,4.5,
5224.470726N,00220.615177W,40.91,12:51:33.06,8.76,1.94,13.94,2.57,17.12,4.66,1.73,28.22,1.2,2.5,
5224.470341N,00220.615451W,40.97,12:51:34.11,8.79,1.93,14.13,2.56,17.37,4.73,1.75,28.63,1.2,2.2,
5224.469945N,00220.615848W,40.9,12:51:35.01,9.39,1.91,14.4,2.58,16.75,4.73,3.28,25.02,1,5.4,
5224.469542N,00220.616195W,40.86,12:51:36.06,10.64,1.88,14.98,2.66,16.25,4.83,2.22,20.81,0.7,3.5,
5224.469090N,00220.616462W,40.79,12:51:37.11,9.85,1.88,14.28,2.58,15.67,4.59,2.14,20.07,0.7,2.3,
5224.468507N,00220.616827W,40.78,12:51:38.01,8.24,1.91,12.73,2.42,15.3,4.06,4.17,27.66,1.7,3.6,
5224.467971N,00220.617272W,40.81,12:51:39.05,8.88,1.88,13.32,2.49,15.46,4.36,3.02,23.1,1,6.3,
5224.467447N,00220.617740W,40.71,12:51:40.11,9.36,1.89,13.53,2.57,15.67,4.61,3.07,23.41,1,7.4,
5224.466871N,00220.618226W,40.58,12:51:41.01,9.47,1.9,13.46,2.56,15.38,4.65,2.1,19.69,0.7,3,
5224.466339N,00220.618714W,40.67,12:51:42.06,9.11,1.91,13.08,2.57,14.9,4.64,2.03,19.08,0.7,3.4,
5224.465770N,00220.619274W,40.64,12:51:43.11,9.04,1.89,13.29,2.48,15.2,4.39,2.97,22.71,1,7.1,
5224.465224N,00220.619798W,40.58,12:51:44.01,8.95,1.91,13.04,2.52,15.03,4.53,2.94,22.45,1,7.4,
5224.464660N,00220.620366W,40.4,12:51:45.06,9.56,1.92,13.92,2.58,15.62,4.59,2.13,20,0.7,2.5,
5224.464030N,00220.620786W,40.33,12:51:46.11,9.47,1.94,13.65,2.58,15.07,4.59,2.05,19.3,0.7,2.4,
5224.463501N,00220.621263W,40.3,12:51:47.01,9.29,1.91,13.64,2.57,15.29,4.58,2.08,19.58,0.7,2.9,
5224.462913N,00220.621763W,40.15,12:51:48.06,10.13,1.94,13.73,2.54,15.25,4.51,2.08,19.53,0.7,3.6,
5224.462317N,00220.622202W,40.17,12:51:49.11,10.05,1.93,13.8,2.55,15.1,4.47,2.06,19.34,0.7,4.2,
5224.461693N,00220.622681W,40.02,12:51:50.01,9.81,1.94,14.04,2.58,15.68,4.63,2.14,20.08,0.7,1.9,
5224.461097N,00220.623215W,39.94,12:51:51.06,10.12,1.88,13.94,2.54,15.21,4.51,2.07,19.48,0.7,4.2,
5224.460532N,00220.623740W,39.85,12:51:52.10,9.93,1.96,14.1,2.63,15.4,4.7,2.1,19.72,0.7,3.1,
5224.460003N,00220.624238W,39.82,12:51:53.01,9.8,1.91,13.72,2.56,15.23,4.43,2.08,19.5,0.7,2.6,
5224.459490N,00220.624737W,39.83,12:51:54.05,9.88,1.94,13.65,2.53,15.12,4.36,2.06,19.36,0.7,3.2,
5224.458966N,00220.625264W,39.79,12:51:55.11,9.45,1.93,13.44,2.54,14.87,4.44,2.03,19.04,0.7,2.5,
5224.458434N,00220.625796W,39.76,12:51:56.01,9.37,1.93,13.29,2.52,14.71,4.34,2.01,18.84,0.7,2.6,
5224.457939N,00220.626234W,39.62,12:51:57.06,9.39,1.9,13.1,2.55,14.38,4.41,2.05,18.05,0.6,4.8,
5224.457443N,00220.626733W,39.59,12:51:58.11,9.34,1.92,13.31,2.49,14.74,4.39,2.01,18.88,0.7,2.4,
5224.456884N,00220.627234W,39.52,12:51:59.01,9.63,1.93,13.46,2.57,14.69,4.47,2,18.81,0.7,4,
5224.456389N,00220.627763W,39.47,12:52:00.06,9.69,1.93,13.28,2.57,14.21,4.56,5.94,17.36,0.9,4.8,
5224.455868N,00220.628213W,39.54,12:52:01.11,9.64,1.93,13.34,2.55,14.24,4.39,5.96,17.4,0.9,5.1,
5224.455325N,00220.628768W,39.5,12:52:02.01,9.57,1.93,13.39,2.55,14.56,4.41,1.99,18.64,0.7,4.2,
5224.454793N,00220.629295W,39.45,12:52:03.06,10.08,1.91,13.51,2.53,14.29,4.34,5.98,17.46,0.9,4,
5224.454249N,00220.629699W,39.43,12:52:04.11,10.43,1.9,13.6,2.5,14.19,4.26,2.85,16.86,0.5,7.6,
5224.453696N,00220.630194W,39.44,12:52:05.01,10.15,1.9,13.49,2.53,14.09,4.35,2.83,16.74,0.5,6.9,
5224.453146N,00220.630719W,39.33,12:52:06.06,10.07,1.9,13.91,2.54,14.64,4.38,5.64,18.66,0.8,7.6,
5224.452571N,00220.631134W,39.3,12:52:07.11,10.17,1.91,13.83,2.56,14.55,4.5,5.61,18.55,0.8,7.1,
5224.452030N,00220.631597W,39.41,12:52:08.01,10.16,1.9,13.96,2.52,14.45,4.33,5.57,18.42,0.8,6.4,
5224.451475N,00220.632139W,39.36,12:52:09.05,10.14,1.93,13.88,2.55,14.57,4.44,5.61,18.57,0.8,7.2,
5224.450925N,00220.632577W,39.38,12:52:10.11,9.98,1.91,13.81,2.54,14.26,4.48,2.86,16.94,0.5,6.5,
5224.450408N,00220.633125W,39.31,12:52:11.01,9.96,1.94,14.06,2.55,14.73,4.42,5.68,18.77,0.8,8,
5224.449812N,00220.633670W,39.32,12:52:12.06,10.74,1.93,14.2,2.56,14.92,4.46,5.75,19.02,0.8,7,
5224.449313N,00220.634204W,39.29,12:52:13.11,10.26,1.92,14.29,2.56,14.92,4.43,5.75,19.02,0.8,7.2,
5224.448735N,00220.634769W,39.25,12:52:14.01,9.99,1.9,13.78,2.55,14.46,4.4,5.57,18.43,0.8,7.5,
5224.448244N,00220.635036W,39.26,12:52:15.06,10.08,1.9,13.94,2.58,14.55,4.53,5.61,18.55,0.8,7.2,
5224.447834N,00220.635261W,39.24,12:52:16.11,9.49,1.9,13.63,2.53,14.49,4.4,1.98,18.55,0.7,4.9,
5224.447562N,00220.635565W,39.17,12:52:17.01,9.72,1.9,13.49,2.51,14.44,4.39,6.25,18.32,1,5.3,
5224.447136N,00220.635897W,39.09,12:52:18.06,9.95,1.89,13.72,2.53,14.46,4.4,5.57,18.43,0.8,7.8,
5224.447136N,00220.635897W,39.09,12:52:18.96,10.3,1.9,14.06,2.54,14.8,4.45,5.7,18.86,0.8,7.2,
5224.446651N,00220.636217W,39.02,12:52:20.01,10.32,1.9,14.25,2.55,14.8,4.44,5.7,18.86,0.8,6.6,
5224.445623N,00220.636741W,39.05,12:52:21.06,9.69,1.9,13.76,2.54,14.64,4.41,2,18.75,0.7,5.1,
5224.445623N,00220.636741W,39.05,12:52:21.96,9.69,1.91,13.8,2.53,14.5,4.46,4.38,20.46,0.9,10.5,
5224.445129N,00220.637043W,38.96,12:52:23.01,9.88,1.91,14,2.53,14.51,4.47,5.59,18.49,0.8,7.5,
5224.444198N,00220.637691W,38.85,12:52:24.06,10.36,1.91,14.3,2.56,14.77,4.41,5.69,18.83,0.8,6.3,
5224.444198N,00220.637691W,38.85,12:52:24.96,10.29,1.88,14.36,2.52,14.93,4.44,5.75,19.03,0.8,7,
5224.443687N,00220.637998W,38.85,12:52:26.01,10.14,1.9,14.47,2.54,15.09,4.47,5.81,19.23,0.8,7.9,
5224.442616N,00220.638699W,38.74,12:52:27.06,10.37,1.9,14.52,2.56,15.19,4.51,5.85,19.36,0.8,7.4,
5224.442616N,00220.638699W,38.74,12:52:27.96,10.85,1.89,14.74,2.55,15.21,4.5,5.86,19.39,0.8,5.9,
5224.442096N,00220.638985W,38.67,12:52:29.01,10.92,1.89,14.99,2.58,15.32,4.64,5.9,19.53,0.8,5.5,
5224.440982N,00220.639716W,38.73,12:52:30.06,11.01,1.92,14.85,2.6,15.18,4.59,5.85,19.35,0.8,6.2,
5224.440982N,00220.639716W,38.73,12:52:30.96,10.98,1.88,14.76,2.54,15.16,4.49,5.84,19.32,0.8,6.3,
5224.440466N,00220.640019W,38.73,12:52:32.01,10.87,1.89,14.75,2.54,15.17,4.42,5.85,19.34,0.8,6,
5224.439323N,00220.640783W,38.66,12:52:33.06,10.21,1.88,14.47,2.55,15.28,4.53,4.62,21.56,0.9,10.3,
5224.439323N,00220.640783W,38.66,12:52:33.96,10.5,1.88,14.43,2.51,15.08,4.49,5.81,19.22,0.8,6.8,
5224.438809N,00220.641057W,38.63,12:52:35.01,10.2,1.88,14.18,2.53,15.01,4.49,6.5,19.04,1,5,
5224.437760N,00220.641581W,38.57,12:52:36.06,10.16,1.86,13.98,2.52,15,4.54,6.49,19.03,1,4.7,
5224.437760N,00220.641581W,38.57,12:52:36.96,10.65,1.87,14.68,2.54,15.45,4.58,5.95,19.69,0.8,7.2,
5224.437347N,00220.641797W,38.52,12:52:38.01,10.35,1.86,14.5,2.54,15.22,4.51,5.86,19.4,0.8,7.7,
5224.436420N,00220.642379W,38.47,12:52:39.05,9.84,1.85,13.87,2.5,14.83,4.47,2.02,18.99,0.7,5,
5224.436420N,00220.642379W,38.47,12:52:39.95,10.84,1.86,14.6,2.54,15.32,4.47,5.9,19.53,0.8,6.3,
5224.435875N,00220.642544W,38.34,12:52:41.00,10.5,1.85,14.46,2.52,15.16,4.47,5.84,19.32,0.8,7,
5224.434839N,00220.642754W,38.41,12:52:42.06,9.8,1.86,14.07,2.52,15.22,4.47,2.08,19.49,0.7,3.5,
5224.434839N,00220.642754W,38.41,12:52:42.96,9.38,1.86,13.92,2.53,15.45,4.57,2.11,19.78,0.7,3.2,
5224.434338N,00220.642919W,38.41,12:52:44.00,9.79,1.89,14.43,2.55,15.87,4.55,2.16,20.32,0.7,2.8,
5224.433344N,00220.643277W,38.27,12:52:45.05,10.44,1.89,15.05,2.58,16.18,4.59,2.21,20.72,0.7,3.3,
5224.433344N,00220.643277W,38.27,12:52:45.95,9.86,1.86,14.45,2.54,15.68,4.57,2.14,20.08,0.7,2.7,
5224.432814N,00220.643426W,38.33,12:52:47.00,9.95,1.86,14.56,2.57,15.62,4.7,2.13,20,0.7,3.2,
5224.431728N,00220.643854W,38.11,12:52:48.05,9.85,1.9,14.53,2.57,15.75,4.66,2.15,20.17,0.7,2.9,
5224.431728N,00220.643854W,38.11,12:52:48.95,9.82,1.89,14.65,2.58,15.9,4.55,2.17,20.36,0.7,3.2,
5224.431105N,00220.644004W,38.15,12:52:50.00,9.51,1.88,14.5,2.55,15.79,4.63,2.15,20.22,0.7,4,
5224.430023N,00220.644159W,38.21,12:52:51.05,9.04,1.88,14.08,2.54,15.64,4.63,3.06,23.37,1,5.6,
5224.430023N,00220.644159W,38.21,12:52:51.95,8.82,1.91,14.03,2.57,16,4.64,3.13,23.9,1,5.6,
5224.429597N,00220.644270W,38.15,12:52:53.00,9.33,1.9,14.28,2.57,16.04,4.6,3.14,23.96,1,5.4,
5224.428609N,00220.644508W,38.07,12:52:54.05,9.43,1.9,14.37,2.54,15.79,4.6,3.09,23.59,1,7,
5224.428609N,00220.644508W,38.07,12:52:54.95,9.77,1.88,14.62,2.55,15.95,4.57,2.17,20.42,0.7,3.3,
5224.428079N,00220.644608W,38.06,12:52:56.00,9.69,1.88,14.57,2.56,16.13,4.63,2.2,20.65,0.7,3.4,
5224.426929N,00220.644714W,38.09,12:52:57.05,9.68,1.86,14.5,2.57,15.87,4.61,2.16,20.32,0.7,3.4,
5224.426929N,00220.644714W,38.09,12:52:57.95,9,1.87,14.14,2.53,15.54,4.51,3.04,23.22,1,6.1,
5224.426413N,00220.644793W,38.08,12:52:59.00,8.77,1.9,13.87,2.55,15.72,4.58,3.08,23.48,1,5.1,
5224.425231N,00220.644947W,38.09,12:53:00.05,9.12,1.85,14.2,2.53,15.55,4.53,3.04,23.23,1,6.6,
5224.425231N,00220.644947W,38.09,12:53:00.95,9.02,1.88,14.05,2.57,15.54,4.63,3.04,23.22,1,6,
5224.424692N,00220.644906W,38.09,12:53:02.00,8.87,1.87,13.56,2.56,15.43,4.62,3.02,23.05,1,5.7,
5224.423731N,00220.644838W,38.07,12:53:03.05,9.11,1.88,13.91,2.57,15.61,4.65,3.05,23.32,1,5.7,
5224.423731N,00220.644838W,38.07,12:53:03.95,8.62,1.89,13.37,2.54,15.34,4.48,3,22.92,1,5.4,
5224.423067N,00220.644903W,38.06,12:53:05.00,8.66,1.85,13.6,2.57,15.52,4.63,3.04,23.19,1,5.4,
5224.422123N,00220.645036W,37.99,12:53:06.05,8.7,1.86,13.41,2.57,15.32,4.66,3,22.89,1,5.5,
5224.422123N,00220.645036W,37.99,12:53:06.95,8.54,1.87,13.32,2.53,15.14,4.56,2.96,22.62,1,5.2,
5224.421734N,00220.645046W,38.01,12:53:08.00,8.5,1.86,13.25,2.53,15.26,4.55,2.99,22.8,1,5.9,
5224.420983N,00220.644983W,38.09,12:53:09.05,8.4,1.82,13.13,2.5,14.96,4.49,2.93,22.35,1,5.4,
5224.420983N,00220.644983W,38.09,12:53:09.95,7.74,1.8,12.15,2.43,14.34,4.3,2.28,20.04,0.9,8.2,
5224.420741N,00220.644800W,38.28,12:53:11.00,6.67,1.81,11.48,2.42,14.42,4.39,0.6,25.9,1.3,5.1,
5224.420637N,00220.644766W,38.28,12:53:12.05,6.4,1.82,11.38,2.41,15.08,4.41,0.63,27.09,1.3,7.3,
5224.420637N,00220.644766W,38.28,12:53:12.95,6.22,1.84,11.4,2.41,15.47,4.48,0.83,42.46,2.3,3.1,
5224.420630N,00220.644768W,38.26,12:53:14.00,6.46,1.87,11.68,2.48,15.44,4.55,0.46,31.3,1.6,8.8,
5224.420651N,00220.644760W,38.24,12:53:15.05,5.95,1.84,11.17,2.44,15.35,4.5,0.82,42.13,2.3,3.4,
5224.420651N,00220.644760W,38.24,12:53:15.95,6.38,1.82,11.37,2.44,15.06,4.45,0.62,27.05,1.3,7.3,
5224.420662N,00220.644837W,38.22,12:53:17.00,6.52,1.82,11.59,2.41,15.02,4.43,0.62,26.98,1.3,5.8,
5224.420581N,00220.644842W,38.14,12:53:18.05,6.53,1.84,11.54,2.43,15.45,4.53,0.82,42.41,2.3,5.1,
5224.420581N,00220.644842W,38.14,12:53:18.95,6.1,1.89,11.45,2.49,15.7,4.66,0.84,43.09,2.3,3.3,
5224.420770N,00220.645067W,38.12,12:53:20.00,6.97,1.86,12.14,2.47,15.42,4.63,0.64,27.7,1.3,4.2,
