Latitude,Longitude,Altitude,Time,HCP0.32,HCP0.32_inph,HCP0.71,HCP0.71_inph,HCP1.14,HCP1.14_inph,Inv.Cond.1 [mS/m],Inv.Cond.2 [mS/m],Inv.Thick [m],Inv.RMS [%],Note
5224.479146N,00220.631766W,38.67,13:15:10.31,10.56,2.28,13.41,2.95,17.24,5.22,7.46,22.49,3,2.9,
5224.479157N,00220.631748W,38.68,13:15:11.20,10.43,2.29,13.23,2.96,16.98,5.21,7.35,22.15,3,2.6,
5224.479155N,00220.631726W,38.68,13:15:12.26,10.39,2.28,13.19,2.92,16.79,5.09,7.27,21.9,3,2.1,
5224.479147N,00220.631716W,38.67,13:15:13.31,10.55,2.28,13.36,2.95,17.17,5.29,7.43,22.39,3,2.7,
5224.479156N,00220.631706W,38.66,13:15:14.21,10.56,2.29,13.2,2.94,16.84,5.22,7.29,21.96,3,1.7,
5224.479107N,00220.631707W,38.66,13:15:15.26,10.67,2.28,13.21,2.93,17.08,5.22,7.39,22.28,3,2.4,
5224.479076N,00220.631964W,38.54,13:15:16.31,9.35,2.25,12.38,2.86,16.28,5.05,2.99,17.57,1.6,3.3,
5224.478885N,00220.632295W,38.39,13:15:17.20,8.34,2.26,11.86,2.81,15.89,5.05,4.05,30.8,4.1,4.5,
5224.478549N,00220.632282W,38.34,13:15:18.26,9.03,2.24,12.66,2.82,16.42,5.07,3.02,17.72,1.6,3,
5224.478380N,00220.632522W,38.1,13:15:19.30,9.14,2.26,12.72,2.89,16.36,5.16,3.01,17.65,1.6,2.2,
5224.478163N,00220.632781W,37.97,13:15:20.20,9.24,2.25,12.89,2.91,16.48,5.17,3.03,17.78,1.6,1.8,
5224.477820N,00220.632863W,38.04,13:15:21.25,10.04,2.25,13.5,2.94,16.8,5.14,7.27,21.91,3,3.3,
5224.477608N,00220.633227W,37.8,13:15:22.31,10.14,2.33,13.8,3.07,17.37,5.3,3.19,18.74,1.6,2.4,
5224.477394N,00220.633515W,37.64,13:15:23.20,10.04,2.33,14.34,3.01,18.62,5.19,3.42,20.09,1.6,4.1,
5224.477043N,00220.633557W,37.52,13:15:24.25,10.72,2.34,14.82,2.92,19.03,5.05,3.5,20.53,1.6,2.4,
5224.476710N,00220.633808W,37.32,13:15:25.30,10.79,2.25,15.06,2.76,20.2,5.04,6.95,38.08,4.5,6.4,
5224.476464N,00220.634278W,37.2,13:15:26.20,10.32,2.25,14.96,2.92,20.63,5.59,5.29,47.49,4.4,2.8,
5224.476160N,00220.634451W,37.17,13:15:27.25,10.08,2.28,14.47,3.01,19.87,5.75,5.07,38.52,4.1,3.1,
5224.475693N,00220.634650W,37.06,13:15:28.31,9.77,2.28,14.08,2.99,19.47,5.71,4.96,37.74,4.1,2.5,
5224.475310N,00220.634907W,36.84,13:15:29.21,9.13,2.26,13.51,2.89,18.81,5.56,4.8,36.46,4.1,3.2,
5224.474998N,00220.635269W,36.7,13:15:30.26,8.94,2.26,13.51,2.83,18.34,5.29,4.68,35.55,4.1,3.7,
5224.474712N,00220.635528W,36.47,13:15:31.31,9.22,2.24,13.36,2.8,17.79,5.33,4.54,34.49,4.1,4.2,
5224.474265N,00220.635695W,36.42,13:15:32.21,9.59,2.2,13.02,2.88,17.7,5.67,6.09,33.37,4.5,4.8,
5224.473885N,00220.635847W,36.3,13:15:33.26,9.91,2.18,13.06,2.88,17.75,5.53,6.1,33.46,4.5,3.8,
5224.473585N,00220.636014W,36.02,13:15:34.31,9.97,2.19,13.49,2.88,18.11,5.5,6.23,34.14,4.5,4.8,
5224.473246N,00220.636325W,35.73,13:15:35.21,10.36,2.19,14.45,2.83,19.2,5.51,3.53,20.72,1.6,5,
5224.472766N,00220.636758W,35.5,13:15:36.26,10.48,2.17,14.01,2.91,18.95,5.52,6.52,35.73,4.5,4.6,
5224.472465N,00220.637038W,35.34,13:15:37.31,10.15,2.15,12.71,2.87,17.43,5.35,5.99,32.86,4.5,4.2,
5224.472164N,00220.637262W,35.14,13:15:38.21,10.92,2.14,13.07,2.89,18.04,5.49,7.59,24.28,3.4,6.6,
5224.471785N,00220.637428W,35.01,13:15:39.25,12.3,2.16,14.33,2.77,18.6,5.17,8.05,24.26,3,4.1,
5224.471487N,00220.637525W,35.01,13:15:40.31,14.27,2.17,16.18,2.91,19.78,5.58,11.37,63.91,8.4,3.4,
5224.471152N,00220.637847W,34.68,13:15:41.21,13.01,2.16,16.36,2.84,19.91,5.52,8.62,25.97,3,4.1,
5224.470729N,00220.638225W,34.28,13:15:42.26,12.98,2.16,15.28,2.85,18.23,5.43,10.48,58.9,8.4,3.3,
5224.470379N,00220.638596W,34.1,13:15:43.31,15.93,2.15,14.05,2.98,16.63,5.57,46.83,14,0.3,6.4,
5224.470058N,00220.638647W,34.05,13:15:44.21,20.07,2.16,10.05,3.16,13.16,5.6,237.18,8.59,0.2,14.2,
5224.469659N,00220.639030W,33.9,13:15:45.26,17.14,1.97,10.97,3.19,14.04,5.74,211.34,10.1,0.2,10.5,
5224.469233N,00220.639338W,33.72,13:15:46.31,18.56,2.11,15.47,3.18,15.74,5.42,33.31,13.53,0.5,2.6,
5224.468854N,00220.639622W,33.58,13:15:47.21,19.09,2.26,15.37,2.54,16.37,4.78,86.86,13.3,0.3,7.1,
5224.468533N,00220.639900W,33.4,13:15:48.26,19.81,2.36,15.09,1.97,17.8,5.86,94.44,14.46,0.3,6.3,
5224.468254N,00220.640194W,33.27,13:15:49.31,17.9,2.43,17.78,4.4,18.68,7.31,19.05,15.39,2.4,3.7,
5224.467924N,00220.640199W,33.14,13:15:50.20,16.2,2.31,17.42,4.26,18.23,7.51,9.83,16.97,0.5,4.1,
5224.467525N,00220.640460W,33.14,13:15:51.26,15.47,2.31,14.66,2.29,16.85,6.35,13.99,15.38,2.8,3.8,
5224.467259N,00220.640673W,32.96,13:15:52.31,14.39,2.28,16.42,2.59,17.26,5.75,4.71,16.58,0.6,6.4,
5224.466907N,00220.640897W,33,13:15:53.21,12.77,2.27,16.79,2.9,18.69,5.64,4.76,17.73,0.9,2.1,
5224.466655N,00220.641090W,33.02,13:15:54.25,11.9,2.25,15.94,3.08,18.61,5.9,2.1,18.53,1,3.3,
5224.466487N,00220.641020W,32.92,13:15:55.31,11.69,2.24,15.5,3.04,18.61,5.75,8.05,24.27,3,3.3,
5224.466257N,00220.641132W,32.91,13:15:56.21,12.07,2.24,15.66,3.04,18.69,5.75,8.09,24.38,3,4,
5224.465950N,00220.641374W,32.89,13:15:57.26,11.91,2.24,15.21,2.98,18.58,5.66,8.04,24.23,3,3,
5224.465657N,00220.641804W,32.62,13:15:58.31,11.66,2.26,14.23,2.61,17.96,5.14,7.77,23.42,3,2.4,
5224.465130N,00220.642192W,32.4,13:15:59.21,11.65,2.57,13.69,1.87,17.97,4.08,7.78,23.44,3,3.6,
5224.464650N,00220.642512W,32.26,13:16:00.26,11.45,2.21,15.18,2.67,18.83,5.07,8.15,24.56,3,3.4,
5224.464112N,00220.643024W,32.09,13:16:01.31,10.28,2.27,14.91,3.01,18.76,5.52,3.45,20.24,1.6,2.5,
5224.463586N,00220.643540W,31.96,13:16:02.21,9.67,2.26,14.1,2.9,18,5.36,3.31,19.42,1.6,3.5,
5224.463076N,00220.644053W,31.92,13:16:03.26,9.07,2.25,13.44,2.94,17.44,5.44,1.45,19.64,1.6,3.4,
5224.462594N,00220.644613W,31.84,13:16:04.31,8.68,2.25,13.01,2.92,17.06,5.43,1.42,19.22,1.6,2.9,
5224.462015N,00220.645191W,31.8,13:16:05.21,9.01,2.25,12.88,2.9,16.67,5.4,3.06,17.99,1.6,3.4,
5224.461457N,00220.645671W,31.73,13:16:06.26,8.75,2.25,12.58,2.88,17.04,5.34,4.34,33.03,4.1,3.1,
5224.460885N,00220.646155W,31.67,13:16:07.16,8.37,2.25,12.47,2.88,17.08,5.36,4.35,33.11,4.1,2.9,
5224.460338N,00220.646688W,31.61,13:16:08.21,8.12,2.26,12.05,2.9,16.61,5.43,4.23,32.2,4.1,2.8,
5224.459806N,00220.647184W,31.54,13:16:09.25,7.72,2.25,11.44,2.87,16.06,5.27,4.09,31.13,4.1,2.9,
5224.459231N,00220.647652W,31.55,13:16:10.16,7.79,2.25,11.34,2.85,15.62,5.22,3.98,30.28,4.1,2.5,
5224.458663N,00220.648141W,31.53,13:16:11.20,7.89,2.26,10.97,2.88,15.31,5.34,3.9,29.68,4.1,2.8,
5224.458058N,00220.648660W,31.5,13:16:12.25,7.84,2.25,10.93,2.87,15.17,5.23,3.87,29.41,4.1,3.2,
5224.457506N,00220.649104W,31.5,13:16:13.15,7.75,2.25,10.78,2.85,14.7,5.16,3.75,28.5,4.1,4.6,
5224.456884N,00220.649638W,31.47,13:16:14.20,7.92,2.25,10.98,2.88,14.82,5.26,5.1,27.94,4.5,6,
5224.456254N,00220.650133W,31.46,13:16:15.25,7.91,2.25,11.13,2.85,14.89,5.22,3.8,28.87,4.1,5.3,
5224.455676N,00220.650550W,31.31,13:16:16.15,7.61,2.25,10.79,2.85,14.51,5.16,3.7,28.13,4.1,4.9,
5224.455064N,00220.651069W,31.29,13:16:17.20,7.82,2.26,10.68,2.88,14.24,5.13,4.89,22.4,3.9,5.6,
5224.454475N,00220.651551W,31.18,13:16:18.25,8.09,2.25,10.97,2.89,14.37,5.2,4.57,17.79,2.5,3.4,
5224.453944N,00220.652061W,31.19,13:16:19.15,8.55,2.24,11.03,2.87,14.27,5.17,6.21,17.79,3,3.7,
5224.453470N,00220.652576W,31.17,13:16:20.20,8.35,2.24,10.84,2.91,14.06,5.28,4.47,17.41,2.5,4.6,
5224.452906N,00220.653103W,31.13,13:16:21.25,8.05,2.24,11.05,2.89,14.4,5.27,4.58,17.83,2.5,3.4,
5224.452361N,00220.653630W,31.03,13:16:22.16,7.93,2.25,11.17,2.92,14.59,5.32,2.68,15.74,1.6,4.4,
5224.451771N,00220.654073W,30.95,13:16:23.21,8.06,2.25,11.48,2.97,15.23,5.54,1.26,17.15,1.6,5.1,
5224.451246N,00220.654477W,30.98,13:16:24.25,7.8,2.26,11.6,3.04,15.75,6.01,4.01,30.53,4.1,3.1,
5224.450695N,00220.654965W,30.93,13:16:25.16,7.39,2.28,11.47,3.09,16.34,6.63,2.52,26.93,3.2,0.8,
5224.450087N,00220.655465W,30.91,13:16:26.21,7.6,2.26,11.64,3.12,16.9,7.29,2.6,27.85,3.2,1.1,
5224.449467N,00220.655979W,30.87,13:16:27.26,7.78,2.27,11.69,3.17,17.32,7.77,2.67,28.54,3.2,1.9,
5224.448998N,00220.656305W,30.76,13:16:28.16,7.54,2.27,11.32,3.21,17.82,9.18,2.32,84.2,6.7,3.4,
5224.448405N,00220.656803W,30.77,13:16:29.21,7.84,2.28,11.75,3.26,18.98,9.94,2.48,89.68,6.7,3.5,
5224.447925N,00220.657297W,30.72,13:16:30.26,7.94,2.29,12.03,3.48,20.84,13.05,2.28,47.88,4.2,9.2,
5224.447426N,00220.657566W,30.74,13:16:31.16,7.96,2.29,12.55,3.56,22.94,15.1,1.45,114.57,6.2,6,
5224.446868N,00220.657872W,30.66,13:16:32.21,7.94,2.28,12.66,3.49,22.82,13.15,1.44,113.97,6.2,5.5,
5224.446335N,00220.658354W,30.56,13:16:33.26,7.92,2.3,12.98,3.67,25,17.83,0.63,133.68,6.4,8.4,
5224.445740N,00220.658750W,30.66,13:16:34.16,8.17,2.32,13.47,3.91,29.1,21.7,0.61,143.59,6,13.2,
5224.445178N,00220.659085W,30.5,13:16:35.21,8.12,2.32,13.81,3.93,30.75,21.67,0.46,163.91,6.2,13.2,
5224.444563N,00220.659502W,30.34,13:16:36.26,8.08,2.32,13.83,4.13,33.3,27.91,0.5,178.59,6.3,16.6,
5224.444026N,00220.659893W,30.29,13:16:37.16,8.19,2.33,13.93,4.08,35.01,25.63,0.42,186.82,6.4,16.6,
5224.443471N,00220.660313W,30.31,13:16:38.21,8.17,2.34,14.35,4.38,39.08,34.42,0.35,214.71,6.7,22.3,
5224.442954N,00220.660611W,30.31,13:16:39.25,8.11,2.35,14.59,4.58,44.91,41.69,0.38,218.95,6,27.5,
5224.442375N,00220.660908W,30.25,13:16:40.16,8.34,2.34,14.99,4.46,50.03,43.04,0.32,233.68,6.2,33.7,
5224.441826N,00220.661050W,30.31,13:16:41.21,8.35,2.35,14.96,4.64,49.97,43.45,0.32,233.4,6.2,33.7,
5224.441245N,00220.661434W,30.31,13:16:42.26,8.2,2.34,14.63,4.54,48.48,42.7,0.41,236.36,6,29.6,
5224.440780N,00220.661613W,30.35,13:16:43.16,8.14,2.33,14.32,4.27,44.68,35.33,0.38,217.83,6,27.4,
5224.440352N,00220.661711W,30.31,13:16:44.21,7.97,2.4,14.39,4.64,35.91,24.99,0.43,191.63,6.4,15.9,
5224.440182N,00220.661394W,30.41,13:16:45.26,11.27,3.17,17.05,6.61,21.6,10.18,2.09,25.77,1.7,3.1,
5224.440083N,00220.661444W,30.46,13:16:46.16,22.05,5.2,21.7,9.19,22.27,12.44,22.54,19.27,2.3,1.6,
5224.440017N,00220.661617W,30.4,13:16:47.21,21.49,5.08,22.21,9.26,23.72,14.19,19.63,23.22,3.3,4.1,
5224.440068N,00220.661231W,30.49,13:16:48.26,13.57,3.38,17.1,5.75,21.03,9.97,9.01,28.71,2.9,3.2,
5224.440522N,00220.660881W,30.45,13:16:49.16,10.08,2.76,14.66,4.43,19.35,8.07,1.61,21.8,1.6,4.6,
5224.441030N,00220.660472W,30.49,13:16:50.21,9.04,2.55,13.7,3.89,18.2,7.12,1.51,20.5,1.6,3.6,
5224.441511N,00220.660128W,30.54,13:16:51.26,8.95,2.58,13.39,3.93,17.68,7.28,1.47,19.91,1.6,3.2,
5224.442050N,00220.659704W,30.57,13:16:52.15,9.01,2.64,13.44,4.05,17.97,7.53,4.58,34.84,4.1,3.1,
5224.442479N,00220.659285W,30.65,13:16:53.21,8.59,2.59,13.36,3.96,18,7.38,4.59,34.89,4.1,4.6,
5224.442989N,00220.658902W,30.62,13:16:54.25,8.25,2.44,13.05,3.58,17.67,6.71,2.72,29.12,3.2,3,
5224.443585N,00220.658388W,30.72,13:16:55.16,8,2.41,12.82,3.42,17.35,6.52,2.67,28.59,3.2,2.5,
5224.444201N,00220.657911W,30.71,13:16:56.21,7.94,2.38,12.75,3.34,17.31,6.39,2.67,28.53,3.2,2.2,
5224.444740N,00220.657574W,30.78,13:16:57.26,7.74,2.35,12.4,3.28,17.15,6.28,2.64,28.26,3.2,1,
5224.445237N,00220.657108W,30.82,13:16:58.16,8.52,2.34,12.09,3.21,16.13,5.94,4.11,31.27,4.1,4.7,
5224.445716N,00220.656827W,30.91,13:16:59.20,9.36,2.35,12.3,3.24,15.7,5.85,2.89,16.94,1.6,3.8,
5224.446251N,00220.656405W,30.87,13:17:00.25,8.47,2.3,11.85,3.1,15.47,5.77,2.84,16.69,1.6,3.7,
5224.446846N,00220.655957W,30.97,13:17:01.16,8.48,2.29,11.86,3.11,15.72,5.78,2.89,16.96,1.6,4.7,
5224.447482N,00220.655451W,31.15,13:17:02.20,8.79,2.3,12.18,3.07,15.73,5.7,2.89,16.97,1.6,2.6,
5224.448023N,00220.654922W,31.23,13:17:03.25,8.37,2.29,12.09,3.06,15.68,5.63,2.88,16.92,1.6,4.3,
5224.448504N,00220.654397W,31.28,13:17:04.16,8.17,2.28,12.04,3.05,15.91,5.66,1.32,17.92,1.6,3.8,
5224.449113N,00220.653914W,31.38,13:17:05.21,8.37,2.28,12.3,3.06,15.93,5.58,1.32,17.94,1.6,3.8,
5224.449724N,00220.653426W,31.47,13:17:06.25,8.2,2.26,12.34,3.02,16.21,5.6,1.35,18.26,1.6,2.9,
5224.450325N,00220.653026W,31.51,13:17:07.16,8.14,2.27,12.08,3.01,15.89,5.55,1.32,17.9,1.6,3.5,
5224.450867N,00220.652630W,31.64,13:17:08.21,8.13,2.27,11.81,2.96,15.32,5.47,1.27,17.26,1.6,4.4,
5224.451480N,00220.652138W,31.74,13:17:09.10,8.41,2.27,11.86,2.99,15.31,5.5,2.81,16.52,1.6,3.3,
5224.452058N,00220.651537W,31.87,13:17:10.16,8.38,2.27,11.88,2.97,15.28,5.54,2.81,16.49,1.6,3.2,
5224.452663N,00220.650984W,31.98,13:17:11.21,8.24,2.28,11.88,2.94,15.49,5.42,1.29,17.45,1.6,4.6,
5224.453164N,00220.650602W,32.09,13:17:12.11,8.07,2.27,11.92,2.92,15.57,5.39,1.29,17.54,1.6,3.8,
5224.453750N,00220.650074W,32.05,13:17:13.16,8.1,2.27,12.01,2.93,15.64,5.42,1.3,17.62,1.6,3.6,
5224.454240N,00220.649611W,32.08,13:17:14.21,7.88,2.27,12.02,2.95,15.96,5.53,1.32,17.98,1.6,3.7,
5224.454843N,00220.649126W,32.15,13:17:15.11,7.89,2.28,11.93,2.96,15.79,5.5,1.31,17.79,1.6,3.3,
5224.455392N,00220.648662W,32.22,13:17:16.16,7.36,2.27,11.63,2.94,15.79,5.54,2.43,26.02,3.2,3,
5224.455931N,00220.648174W,32.29,13:17:17.21,7.23,2.28,11.3,2.92,15.72,5.46,2.42,25.91,3.2,1.8,
5224.456486N,00220.647664W,32.4,13:17:18.11,8.18,2.28,11.82,2.92,15.74,5.43,4.01,30.51,4.1,4.4,
5224.457068N,00220.647107W,32.47,13:17:19.16,8.02,2.28,11.85,2.93,15.86,5.46,4.04,30.75,4.1,3.3,
5224.457666N,00220.646652W,32.53,13:17:20.21,7.35,2.28,11.69,2.93,16.27,5.5,2.51,26.81,3.2,1,
5224.458254N,00220.646097W,32.6,13:17:21.10,7.85,2.28,11.9,2.91,16.1,5.42,4.1,31.21,4.1,3.6,
5224.458894N,00220.645557W,32.47,13:17:22.16,8,2.28,12.16,2.91,16.61,5.44,4.23,32.2,4.1,3.6,
5224.459571N,00220.645035W,32.45,13:17:23.21,8.24,2.27,12.49,2.93,16.88,5.56,4.3,32.72,4.1,3.3,
5224.460220N,00220.644569W,32.36,13:17:24.10,8.96,2.29,13.14,2.96,17.22,5.63,1.43,19.4,1.6,3.7,
5224.460824N,00220.644122W,32.33,13:17:25.16,9.47,2.28,13.46,2.92,17.72,5.46,3.26,19.12,1.6,4.6,
5224.461456N,00220.643697W,32.32,13:17:26.21,9.56,2.29,13.9,2.98,18.15,5.7,1.51,20.44,1.6,4.2,
5224.461998N,00220.643286W,32.24,13:17:27.11,9.97,2.29,14.43,2.97,19.01,5.73,1.58,21.41,1.6,4.6,
5224.462598N,00220.642811W,32.22,13:17:28.16,11.1,2.28,15.55,3.02,19.78,5.84,3.64,21.34,1.6,2.4,
5224.463223N,00220.642409W,32.2,13:17:29.20,13.04,2.3,16.73,3.04,20.3,5.87,8.79,26.48,3,3.7,
5224.463708N,00220.642094W,32.31,13:17:30.11,13.58,2.26,16.68,2.9,20,5.75,11.5,64.62,8.4,4.9,
5224.464192N,00220.641661W,32.5,13:17:31.16,13.16,2.25,15.69,2.07,19.55,5.89,11.24,63.17,8.4,3.9,
5224.464703N,00220.641315W,32.66,13:17:32.21,13.52,2.27,13.7,1.23,18.95,5.95,10.11,22.36,3.4,7.5,
5224.465177N,00220.641061W,32.8,13:17:33.11,12.97,2.3,16.03,3.01,19.41,6.05,8.4,25.32,3,4.8,
5224.465662N,00220.640860W,32.9,13:17:34.16,13.04,2.29,16.88,3.17,19.57,6.09,2.2,19.49,1,4.7,
5224.466071N,00220.640582W,33.11,13:17:35.21,15.2,2.36,16.96,2.81,19.35,5.28,12.96,19.16,2.1,1.7,
5224.466319N,00220.640526W,33.05,13:17:36.11,16.01,2.8,16.18,2.51,18.68,4.17,15.5,17.05,2.8,4.9,
5224.466619N,00220.640384W,32.84,13:17:37.16,16.85,3.15,15.26,2.28,18.26,3.52,36.91,14.83,0.2,9.2,
5224.466718N,00220.640060W,32.96,13:17:38.21,17.3,3.27,14.31,2.13,17.75,3.66,97.76,14,0.2,7.6,
5224.467019N,00220.639859W,33.05,13:17:39.10,17.07,3.18,15.3,2.61,18.14,4.59,15.06,16.56,2.8,6,
5224.467275N,00220.639787W,33.09,13:17:40.16,18.44,2.98,16.39,3.66,18.11,6.09,51,15.25,0.3,4.5,
5224.467665N,00220.639331W,33.14,13:17:41.21,15.62,5.29,11.83,5.21,14.73,6.67,81.12,11.61,0.2,9.1,
5224.468262N,00220.638939W,33.34,13:17:42.11,17.03,5.29,12.61,4.61,12.99,5.52,65.21,10.65,0.3,3.8,
5224.468745N,00220.638492W,33.55,13:17:43.16,17.2,2.19,14.55,3.35,13.76,6.77,69.08,11.28,0.3,3.8,
5224.469166N,00220.638272W,33.68,13:17:44.21,16.7,1.99,12.99,3.13,14.32,6.98,78.24,11.38,0.3,5.8,
5224.469618N,00220.637867W,33.96,13:17:45.11,16.14,2.11,14.93,2.86,17.09,6.48,14.18,15.6,2.8,4.6,
5224.470021N,00220.637550W,34.19,13:17:46.16,15.02,2.17,18.52,2.91,20.54,6.21,7.07,20.53,1.1,2.4,
5224.470474N,00220.637088W,34.47,13:17:47.21,14.49,2.2,18.63,3.15,21.37,6.38,7.36,21.36,1.1,2.9,
5224.470863N,00220.636783W,34.75,13:17:48.11,14.03,2.23,16.5,3.31,20.47,6.44,11.69,58.04,7,4.6,
5224.471245N,00220.636393W,34.99,13:17:49.16,13.32,2.19,13.17,3.34,19.75,6.43,10.54,24.71,4.2,14.3,
5224.471642N,00220.635992W,35.29,13:17:50.21,13.02,2.14,13.12,2.94,19.89,6.44,8.61,31.72,4.5,11.5,
5224.471986N,00220.635664W,35.49,13:17:51.11,12.75,2.16,15.33,2.93,20.12,6.43,8.71,26.24,3,3.5,
5224.472263N,00220.635332W,35.7,13:17:52.16,12.33,2.18,16.39,3.08,20.13,6.41,8.71,26.25,3,3.8,
5224.472494N,00220.634919W,35.82,13:17:53.21,11.54,2.19,15.76,3.03,19.55,6.36,3.59,21.09,1.6,3.8,
5224.472903N,00220.634496W,36.02,13:17:54.10,11.18,2.21,15.89,3.02,19.9,6.55,3.66,21.47,1.6,2.1,
5224.473315N,00220.634127W,36.35,13:17:55.16,11.28,2.22,16.12,2.99,20.24,6.2,3.72,21.84,1.6,2.4,
5224.473697N,00220.633908W,36.44,13:17:56.21,11.37,2.23,16.08,2.96,20.53,5.79,4.92,24.32,1.9,2,
5224.474063N,00220.633686W,36.61,13:17:57.10,10.88,2.26,15.84,3,20.46,5.67,1.98,24.41,1.7,4.7,
5224.474401N,00220.633425W,36.85,13:17:58.16,10.77,2.27,15.73,3.01,20.05,5.57,3.68,21.63,1.6,4,
5224.474741N,00220.633151W,37.05,13:17:59.20,10.44,2.27,15.43,2.93,19.4,4.97,3.57,20.93,1.6,3.3,
5224.474993N,00220.632895W,37.19,13:18:00.10,10.42,2.27,15.37,2.94,18.8,4.88,3.46,20.28,1.6,3.1,
5224.475171N,00220.632645W,37.21,13:18:01.16,10.97,2.27,15.79,2.89,19.13,4.83,3.52,20.64,1.6,3.5,
5224.475394N,00220.632477W,37.42,13:18:02.20,10.31,2.3,14.89,2.76,18.19,4.89,3.34,19.63,1.6,2.6,
5224.475684N,00220.632011W,37.69,13:18:03.11,11.57,2.36,14.49,2.66,18.36,4.93,7.95,23.95,3,1.8,
5224.476133N,00220.631661W,37.83,13:18:04.16,11.65,2.34,15.21,2.99,18.63,5.58,8.06,24.3,3,2.8,
5224.476498N,00220.631578W,37.96,13:18:05.21,11.22,2.28,16.4,3.1,18.79,6.12,1.23,19.72,1.2,6.2,
5224.476870N,00220.631417W,38.16,13:18:06.10,11.08,2.25,16.01,3.1,18.88,6.58,1.23,19.81,1.2,6.7,
5224.477187N,00220.631085W,38.31,13:18:07.15,10.94,2.24,15.6,2.95,18.45,5.85,1.2,19.36,1.2,7,
5224.477402N,00220.630710W,38.5,13:18:08.20,10.87,2.27,15.62,2.91,18.47,4.64,1.2,19.38,1.2,6.7,
5224.477746N,00220.630657W,38.56,13:18:09.10,11.39,2.34,15.37,2.98,17.73,3.56,2,17.66,1,2.8,
5224.478025N,00220.630205W,38.75,13:18:10.15,11.36,2.4,15.38,3.08,17.37,2.31,1.96,17.3,1,2.5,
5224.478272N,00220.629812W,38.88,13:18:11.21,12.07,2.46,15.81,3.29,17.15,2.14,4.37,16.27,0.9,1.4,
5224.478433N,00220.629804W,39.05,13:18:12.10,12.36,2.6,15.78,3.5,17.08,2.44,4.35,16.2,0.9,1.9,
5224.478318N,00220.629629W,39.09,13:18:13.16,12.4,2.66,15.55,3.3,16.55,2.73,4.22,15.7,0.9,3.6,
5224.478377N,00220.629550W,39.03,13:18:14.06,11.13,2.37,14.7,3.02,16.95,5.08,1.91,16.88,1,3.2,
5224.478342N,00220.629230W,39.07,13:18:15.11,9.89,2.31,13.88,3.05,16.86,5.7,3.1,18.19,1.6,3.5,
5224.478355N,00220.629204W,39.05,13:18:16.16,9.8,2.52,13.41,2.9,16.27,4.92,7.04,21.22,3,4,
5224.478297N,00220.629229W,39.04,13:18:17.06,10.56,2.56,13.91,2.84,16.57,4.71,7.17,21.61,3,3.2,
5224.478169N,00220.628935W,38.99,13:18:18.11,10.38,2.61,13.62,3.29,16.27,5.25,7.04,21.22,3,3.2,
5224.478084N,00220.628829W,39.11,13:18:19.16,10.59,2.53,14.19,3.4,16.79,5.33,1.89,16.72,1,2.9,
5224.478070N,00220.628901W,39.1,13:18:20.06,12.67,2.6,15.22,3.15,17.28,4.86,4.41,16.39,0.9,1.7,
5224.478062N,00220.628889W,39.08,13:18:21.11,12.07,2.53,15.23,3.04,17.1,4.55,4.36,16.22,0.9,0.2,
5224.478070N,00220.628881W,39.04,13:18:22.16,11.78,2.49,15.08,3.07,17.05,4.69,4.35,16.17,0.9,1.2,
5224.478089N,00220.628888W,39.04,13:18:23.06,11.85,2.51,14.97,3.17,17.1,4.89,4.36,16.22,0.9,1.4,
5224.478005N,00220.628533W,39.03,13:18:24.10,10.52,2.49,13.94,3.51,16.6,5.43,7.18,21.65,3,3,
5224.477854N,00220.628331W,39.04,13:18:25.16,9.39,2.36,13.93,3.62,17.18,5.71,3.16,18.54,1.6,2.8,
5224.477801N,00220.627975W,39.09,13:18:26.06,10.72,2.32,14.47,3.47,16.94,5.71,1.91,16.87,1,2.5,
5224.477738N,00220.627715W,39.14,13:18:27.11,10.32,2.29,14.43,3.31,17.22,5.46,7.45,22.46,3,4.6,
5224.477764N,00220.627573W,39.24,13:18:28.15,10.49,2.27,14.51,3.15,17.16,5.44,1.93,17.09,1,4,
5224.477597N,00220.627264W,39.28,13:18:29.05,10.68,2.25,14.68,3.02,17.4,5.48,1.96,17.33,1,4,
5224.477590N,00220.627208W,39.25,13:18:30.10,10.11,2.25,14.42,2.98,17.38,5.58,3.19,18.75,1.6,3.6,
5224.477548N,00220.627269W,39.28,13:18:31.16,10.36,2.25,14.85,2.94,17.86,5.59,3.28,19.27,1.6,3.8,
5224.477495N,00220.627271W,39.23,13:18:32.06,10.68,2.25,14.8,2.95,17.63,5.61,7.63,22.99,3,4.4,
5224.477517N,00220.627239W,39.21,13:18:33.11,10.51,2.24,14.9,2.96,17.62,5.56,1.15,18.49,1.2,6.9,
5224.477487N,00220.627236W,39.18,13:18:34.16,10.77,2.25,14.96,2.98,17.71,5.56,1.99,17.64,1,4.4,
5224.477381N,00220.627447W,39.05,13:18:35.06,10.22,2.25,14.68,3,17.53,5.73,3.22,18.91,1.6,4,
5224.476986N,00220.627542W,38.96,13:18:36.11,10.27,2.24,14.84,3.02,17.68,6.01,3.25,19.08,1.6,4,
5224.476826N,00220.627933W,38.82,13:18:37.16,9.86,2.24,14.9,2.99,17.94,6.1,3.3,19.36,1.6,3.6,
5224.476566N,00220.628022W,38.72,13:18:38.06,10.09,2.23,15.07,2.81,18,5.7,3.31,19.42,1.6,3.2,
